Timetable for grade 1
Tue-16:00,Classical Mechanics Lab(SE104) Sect 4E2-219 Unknown1,Writing.Reading.Speaking(HL111a) Sect 4E7-G01 T.H.Lim,Music I: Piano(HL103) Sect 11S1-309 J.K.Song,Music I: Chorus(HL103) Sect 16S1-301 J.S.Kim
Tue-16:30,Classical Mechanics Lab(SE104) Sect 4E2-219 Unknown1,Writing.Reading.Speaking(HL111a) Sect 4E7-G01 T.H.Lim,Music I: Piano(HL103) Sect 11S1-309 J.K.Song,Music I: Chorus(HL103) Sect 16S1-301 J.S.Kim,Applied Calculus and Differential Equations(SE101a) Sect 4E7-L22 K.J.Han
Tue-17:00,Classical Mechanics Lab(SE104) Sect 4E2-219 Unknown1,Writing.Reading.Speaking(HL111a) Sect 4E7-G01 T.H.Lim,Music I: Piano(HL103) Sect 11S1-309 J.K.Song,Music I: Chorus(HL103) Sect 16S1-301 J.S.Kim,Applied Calculus and Differential Equations(SE101a) Sect 4E7-L22 K.J.Han
Tue-17:30,Classical Mechanics Lab(SE104) Sect 4E2-219 Unknown1,,Music I: Piano(HL103) Sect 11S1-309 J.K.Song,Music I: Chorus(HL103) Sect 16S1-301 J.S.Kim,Applied Calculus and Differential Equations(SE101a) Sect 4E7-L22 K.J.Han
Tue-18:00
Tue-18:30,Music I: Piano(HL103) Sect 12S1-309 J.K.Song,Music I: Violin(HL103) Sect 14S1-303 Kang-Won.Lee,Music I: Chorus(HL103) Sect 17S1-301 J.S.Kim
Tue-19:00,Music I: Piano(HL103) Sect 12S1-309 J.K.Song,Music I: Violin(HL103) Sect 14S1-303 Kang-Won.Lee,Music I: Chorus(HL103) Sect 17S1-301 J.S.Kim
Tue-19:30,Music I: Piano(HL103) Sect 12S1-309 J.K.Song,Music I: Violin(HL103) Sect 14S1-303 Kang-Won.Lee,Music I: Chorus(HL103) Sect 17S1-301 J.S.Kim
Tue-20:00,Music I: Piano(HL103) Sect 12S1-309 J.K.Song,Music I: Violin(HL103) Sect 14S1-303 Kang-Won.Lee,Music I: Chorus(HL103) Sect 17S1-301 J.S.Kim
Tue-20:30,Music I: Violin(HL103) Sect 15S1-301 Kang-Won.Lee,Music I: Chorus(HL103) Sect 18S1-303 J.S.Kim
Tue-21:00,Music I: Violin(HL103) Sect 15S1-301 Kang-Won.Lee,Music I: Chorus(HL103) Sect 18S1-303 J.S.Kim
Tue-21:30,Music I: Violin(HL103) Sect 15S1-301 Kang-Won.Lee,Music I: Chorus(HL103) Sect 18S1-303 J.S.Kim
Tue-22:00,Music I: Violin(HL103) Sect 15S1-301 Kang-Won.Lee,Music I: Chorus(HL103) Sect 18S1-303 J.S.Kim
Wed-9:00,Design Thinking(SE118) Sect 1E7-237 J.R.Park
Wed-9:30,Design Thinking(SE118) Sect 1E7-237 J.R.Park,General Biology Lab(SE112) Sect 2E4-225 S.I.Lee
Wed-10:00,Design Thinking(SE118) Sect 1E7-237 J.R.Park,General Biology Lab(SE112) Sect 2E4-225 S.I.Lee,Music I: Piano 4-hands Ensemble(HL103) Sect 13S1-309 J.K.Song
Wed-10:30,Design Thinking(SE118) Sect 1E7-237 J.R.Park,General Biology Lab(SE112) Sect 2E4-225 S.I.Lee,Music I: Piano 4-hands Ensemble(HL103) Sect 13S1-309 J.K.Song,General Chemistry I (on Matter)(SE117) Sect 2E7-224 C.H.Nam,General Chemistry I (on Matter)(SE117) Sect 3E7-223 B.H.Cheong
Wed-11:00,Design Thinking(SE118) Sect 1E7-237 J.R.Park,General Biology Lab(SE112) Sect 2E4-225 S.I.Lee,Music I: Piano 4-hands Ensemble(HL103) Sect 13S1-309 J.K.Song,General Chemistry I (on Matter)(SE117) Sect 2E7-224 C.H.Nam,General Chemistry I (on Matter)(SE117) Sect 3E7-223 B.H.Cheong
Wed-11:30,Design Thinking(SE118) Sect 1E7-237 J.R.Park,,Music I: Piano 4-hands Ensemble(HL103) Sect 13S1-309 J.K.Song,General Chemistry I (on Matter)(SE117) Sect 2E7-224 C.H.Nam,General Chemistry I (on Matter)(SE117) Sect 3E7-223 B.H.Cheong
Wed-12:00
Wed-12:30
Wed-13:00,Applied Calculus and Differential Equations(SE101a) Sect 3E7-224 S.Y.Ahn,Applied Calculus and Differential Equations(SE101a) Sect 4E7-L22 K.J.Han,Classical Mechanics Lab(SE104) Sect 2E2-219 H.S.Zoe
Wed-13:30,Applied Calculus and Differential Equations(SE101a) Sect 3E7-224 S.Y.Ahn,Applied Calculus and Differential Equations(SE101a) Sect 4E7-L22 K.J.Han,Classical Mechanics Lab(SE104) Sect 2E2-219 H.S.Zoe,Applied Calculus and Differential Equations(SE101a) Sect 2E7-223 H.S.Kang,Communication Skills(HL107) Sect 2E7-L28 Anna
Wed-14:00,Applied Calculus and Differential Equations(SE101a) Sect 3E7-224 S.Y.Ahn,Applied Calculus and Differential Equations(SE101a) Sect 4E7-L22 K.J.Han,Classical Mechanics Lab(SE104) Sect 2E2-219 H.S.Zoe,Applied Calculus and Differential Equations(SE101a) Sect 2E7-223 H.S.Kang,Communication Skills(HL107) Sect 2E7-L28 Anna
Wed-14:30,,Applied Calculus and Differential Equations(SE101a) Sect 4E7-L22 K.J.Han,Classical Mechanics Lab(SE104) Sect 2E2-219 H.S.Zoe,Applied Calculus and Differential Equations(SE101a) Sect 2E7-223 H.S.Kang,Communication Skills(HL107) Sect 2E7-L28 Anna
Wed-15:00,General Chemistry I (on Matter)(SE117) Sect 4E7-224 H.S.Cheong,Writing.Reading.Speaking(HL111a) Sect 1E7-L31 T.H.Lim,,Applied Calculus and Differential Equations(SE101a) Sect 2E7-223 H.S.Kang,Communication Skills(HL107) Sect 2E7-L28 Anna
Wed-15:30,General Chemistry I (on Matter)(SE117) Sect 4E7-224 H.S.Cheong,Writing.Reading.Speaking(HL111a) Sect 1E7-L31 T.H.Lim,,Applied Calculus and Differential Equations(SE101a) Sect 2E7-223 H.S.Kang
Wed-16:00,General Chemistry I (on Matter)(SE117) Sect 4E7-224 H.S.Cheong,Writing.Reading.Speaking(HL111a) Sect 1E7-L31 T.H.Lim,Communication Skills(HL107) Sect 1E7-L28 Anna,Communication Skills(HL107) Sect 5E7-L27 Aaron
Wed-16:30,,,Communication Skills(HL107) Sect 1E7-L28 Anna,Communication Skills(HL107) Sect 5E7-L27 Aaron
Wed-17:00,,,Communication Skills(HL107) Sect 1E7-L28 Anna,Communication Skills(HL107) Sect 5E7-L27 Aaron
Wed-17:30,,,Communication Skills(HL107) Sect 1E7-L28 Anna,Communication Skills(HL107) Sect 5E7-L27 Aaron
Wed-18:00
Wed-18:30
Wed-19:00
Wed-19:30,General Biology Lab(SE112) Sect 4E4-225 Dae-Hwan.Kim
Wed-20:00,General Biology Lab(SE112) Sect 4E4-225 Dae-Hwan.Kim
Wed-20:30,General Biology Lab(SE112) Sect 4E4-225 Dae-Hwan.Kim
Wed-21:00,General Biology Lab(SE112) Sect 4E4-225 Dae-Hwan.Kim
Wed-21:30
Wed-22:00
Thr-9:00,Classical Mechanics(SE103) Sect 1E7-L21 H.S.Zoe
Thr-9:30,Classical Mechanics(SE103) Sect 1E7-L21 H.S.Zoe,Classical Mechanics Lab(SE104) Sect 7E2-219 Unknown1
Thr-10:00,Classical Mechanics(SE103) Sect 1E7-L21 H.S.Zoe,Classical Mechanics Lab(SE104) Sect 7E2-219 Unknown1
Thr-10:30,Comparative Historya(HL101) Sect 2E7-L21 D.R.Kim,Classical Mechanics Lab(SE104) Sect 7E2-219 Unknown1,Writing.Reading.Speaking(HL111a) Sect 4E7-G01 T.H.Lim
Thr-11:00,Comparative Historya(HL101) Sect 2E7-L21 D.R.Kim,Classical Mechanics Lab(SE104) Sect 7E2-219 Unknown1,Writing.Reading.Speaking(HL111a) Sect 4E7-G01 T.H.Lim
Thr-11:30,Comparative Historya(HL101) Sect 2E7-L21 D.R.Kim,,Writing.Reading.Speaking(HL111a) Sect 4E7-G01 T.H.Lim
Thr-12:00
Thr-12:30
Thr-13:00,General Chemistry I (on Matter)(SE117) Sect 1E7-223 C.H.Nam,Writing.Reading.Speaking(HL111a) Sect 3E7-L20 T.H.Lim,Communication Skills(HL107) Sect 9E7-L28 Unknown5
Thr-13:30,General Chemistry I (on Matter)(SE117) Sect 1E7-223 C.H.Nam,Writing.Reading.Speaking(HL111a) Sect 3E7-L20 T.H.Lim,Communication Skills(HL107) Sect 9E7-L28 Unknown5
Thr-14:00,General Chemistry I (on Matter)(SE117) Sect 1E7-223 C.H.Nam,Writing.Reading.Speaking(HL111a) Sect 3E7-L20 T.H.Lim,Communication Skills(HL107) Sect 9E7-L28 Unknown5
Thr-14:30,Classical Mechanics(SE103) Sect 2E7-224 H.S.Zoe,Comparative Historya(HL101) Sect 1E7-L21 D.R.Kim,Communication Skills(HL107) Sect 9E7-L28 Unknown5,Writing.Reading.Speaking(HL111a) Sect 2E7-223 T.H.Lim
Thr-15:00,Classical Mechanics(SE103) Sect 2E7-224 H.S.Zoe,Comparative Historya(HL101) Sect 1E7-L21 D.R.Kim,,Writing.Reading.Speaking(HL111a) Sect 2E7-223 T.H.Lim
Thr-15:30,Classical Mechanics(SE103) Sect 2E7-224 H.S.Zoe,Comparative Historya(HL101) Sect 1E7-L21 D.R.Kim,,Writing.Reading.Speaking(HL111a) Sect 2E7-223 T.H.Lim
Thr-16:00,Classical Mechanics Lab(SE104) Sect 6E2-219 Unknown1
Thr-16:30,Classical Mechanics Lab(SE104) Sect 6E2-219 Unknown1,Writing.Reading.Speaking(HL111a) Sect 1E7-L31 T.H.Lim,Physical Education I: Taekwondo(HL105) Sect 5S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) Sect 6S1-108 S.M.Kim
Thr-17:00,Classical Mechanics Lab(SE104) Sect 6E2-219 Unknown1,Writing.Reading.Speaking(HL111a) Sect 1E7-L31 T.H.Lim,Physical Education I: Taekwondo(HL105) Sect 5S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) Sect 6S1-108 S.M.Kim
Thr-17:30,Classical Mechanics Lab(SE104) Sect 6E2-219 Unknown1,Writing.Reading.Speaking(HL111a) Sect 1E7-L31 T.H.Lim,Physical Education I: Taekwondo(HL105) Sect 5S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) Sect 6S1-108 S.M.Kim
Thr-18:00,,,Physical Education I: Taekwondo(HL105) Sect 5S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) Sect 6S1-108 S.M.Kim
Thr-18:30,Physical Education I: Taekwondo(HL105) Sect 7S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) Sect 8S1-108 S.M.Kim
Thr-19:00,Physical Education I: Taekwondo(HL105) Sect 7S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) Sect 8S1-108 S.M.Kim
Thr-19:30,Physical Education I: Taekwondo(HL105) Sect 7S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) Sect 8S1-108 S.M.Kim
Thr-20:00,Physical Education I: Taekwondo(HL105) Sect 7S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) Sect 8S1-108 S.M.Kim
Thr-20:30
Thr-21:00
Thr-21:30
Thr-22:00
Fri-9:00
Fri-9:30
Fri-10:00,Communication Skills(HL107) Sect 3E7-L27 Philip
Fri-10:30,Communication Skills(HL107) Sect 3E7-L27 Philip,General Chemistry I (on Matter)(SE117) Sect 1E7-223 C.H.Nam,General Chemistry I (on Matter)(SE117) Sect 4E7-224 H.S.Cheong
Fri-11:00,Communication Skills(HL107) Sect 3E7-L27 Philip,General Chemistry I (on Matter)(SE117) Sect 1E7-223 C.H.Nam,General Chemistry I (on Matter)(SE117) Sect 4E7-224 H.S.Cheong
Fri-11:30,Communication Skills(HL107) Sect 3E7-L27 Philip,General Chemistry I (on Matter)(SE117) Sect 1E7-223 C.H.Nam,General Chemistry I (on Matter)(SE117) Sect 4E7-224 H.S.Cheong
Fri-12:00
Fri-12:30
Fri-13:00,Communication Skills(HL107) Sect 7E7-235 Aaron
Fri-13:30,Communication Skills(HL107) Sect 7E7-235 Aaron,Applied Calculus and Differential Equations(SE101a) Sect 3E7-224 S.Y.Ahn
Fri-14:00,Communication Skills(HL107) Sect 7E7-235 Aaron,Applied Calculus and Differential Equations(SE101a) Sect 3E7-224 S.Y.Ahn,General Chemistry I (on Matter)(SE117) Sect 3E7-223 B.H.Cheong
Fri-14:30,Communication Skills(HL107) Sect 7E7-235 Aaron,Applied Calculus and Differential Equations(SE101a) Sect 3E7-224 S.Y.Ahn,General Chemistry I (on Matter)(SE117) Sect 3E7-223 B.H.Cheong
Fri-15:00,,Applied Calculus and Differential Equations(SE101a) Sect 3E7-224 S.Y.Ahn,General Chemistry I (on Matter)(SE117) Sect 3E7-223 B.H.Cheong
Fri-15:30,Classical Mechanics(SE103) Sect 2E7-224 H.S.Zoe,Classical Mechanicsb(SE103) Sect 1E7-L22 K.S.Park,Classical Mechanicsa(SE103) Sect 1E7-223 C.S.Yoon
Fri-16:00,Classical Mechanics(SE103) Sect 2E7-224 H.S.Zoe,Classical Mechanicsb(SE103) Sect 1E7-L22 K.S.Park,Classical Mechanicsa(SE103) Sect 1E7-223 C.S.Yoon
Fri-16:30,Classical Mechanics(SE103) Sect 2E7-224 H.S.Zoe,Classical Mechanicsb(SE103) Sect 1E7-L22 K.S.Park,Classical Mechanicsa(SE103) Sect 1E7-223 C.S.Yoon
Fri-17:00
Fri-17:30
Fri-18:00
Fri-18:30
Fri-19:00
Fri-19:30
Fri-20:00
Fri-20:30
Fri-21:00
Fri-21:30
Fri-22:00
Timetable for grade 2
Mon-9:00,Linear Algebra(SE201c) Sect 3E7-L21 H.I.Lim,Cell Biology(SE212a) Sect 1E7-241 Dae-Hwan.Kim
Mon-9:30,Linear Algebra(SE201c) Sect 3E7-L21 H.I.Lim,Cell Biology(SE212a) Sect 1E7-241 Dae-Hwan.Kim,Introduction to Programming (Lab)(SE213b) Sect 4E5-221 Unknown4
Mon-10:00,Linear Algebra(SE201c) Sect 3E7-L21 H.I.Lim,Cell Biology(SE212a) Sect 1E7-241 Dae-Hwan.Kim,Introduction to Programming (Lab)(SE213b) Sect 4E5-221 Unknown4,Linear Algebra(SE201c) Sect 1E7-224 D.S.Lee,English for Science Leaders I(HL203) Sect 1E7-L27 Anna,English for Science Leaders I(HL203) Sect 8E7-L28 Aaron
Mon-10:30,Linear Algebra(SE201c) Sect 2E7-L22 S.Y.Ahn,,Introduction to Programming (Lab)(SE213b) Sect 4E5-221 Unknown4,Linear Algebra(SE201c) Sect 1E7-224 D.S.Lee,English for Science Leaders I(HL203) Sect 1E7-L27 Anna,English for Science Leaders I(HL203) Sect 8E7-L28 Aaron
Mon-11:00,Linear Algebra(SE201c) Sect 2E7-L22 S.Y.Ahn,,Introduction to Programming (Lab)(SE213b) Sect 4E5-221 Unknown4,Linear Algebra(SE201c) Sect 1E7-224 D.S.Lee,English for Science Leaders I(HL203) Sect 1E7-L27 Anna,English for Science Leaders I(HL203) Sect 8E7-L28 Aaron
Mon-11:30,Linear Algebra(SE201c) Sect 2E7-L22 S.Y.Ahn,,,,English for Science Leaders I(HL203) Sect 1E7-L27 Anna,English for Science Leaders I(HL203) Sect 8E7-L28 Aaron
Mon-12:00
Mon-12:30
Mon-13:00,Analytical Mechanics(SE236) Sect 1E7-L21 C.S.Yoon,Cell Biology(SE212a) Sect 4E7-223 J.A.Jo,Introduction to Programming (Lab)(SE213b) Sect 6E5-221 Unknown4,Seminar for Transdisiplinary Studies(HL270a) Sect 1E2-215 G.Ogan
Mon-13:30,Analytical Mechanics(SE236) Sect 1E7-L21 C.S.Yoon,Cell Biology(SE212a) Sect 4E7-223 J.A.Jo,Introduction to Programming (Lab)(SE213b) Sect 6E5-221 Unknown4,Seminar for Transdisiplinary Studies(HL270a) Sect 1E2-215 G.Ogan
Mon-14:00,Analytical Mechanics(SE236) Sect 1E7-L21 C.S.Yoon,Cell Biology(SE212a) Sect 4E7-223 J.A.Jo,Introduction to Programming (Lab)(SE213b) Sect 6E5-221 Unknown4,Seminar for Transdisiplinary Studies(HL270a) Sect 1E2-215 G.Ogan
Mon-14:30,Philosophical Traditions in East and Westa(HL204) Sect 2E7-241 N.D.Kim,,Introduction to Programming (Lab)(SE213b) Sect 6E5-221 Unknown4,Seminar for Transdisiplinary Studies(HL270a) Sect 1E2-215 G.Ogan
Mon-15:00,Philosophical Traditions in East and Westa(HL204) Sect 2E7-241 N.D.Kim,Introduction to Programming (Lab)(SE213b) Sect 5E5-221 Unknown4,Data Structure(SE274) Sect 1E3-112 S.J.Kim
Mon-15:30,Philosophical Traditions in East and Westa(HL204) Sect 2E7-241 N.D.Kim,Introduction to Programming (Lab)(SE213b) Sect 5E5-221 Unknown4,Data Structure(SE274) Sect 1E3-112 S.J.Kim
Mon-16:00,Linear Algebra (Honors)(SE201d) Sect 1E7-L21 K.J.Han,Introduction to Programming (Lab)(SE213b) Sect 5E5-221 Unknown4,Data Structure(SE274) Sect 1E3-112 S.J.Kim,Electric Circuit and Measurement (Lab)(SE235b) Sect 2E2-221 Unknown2,Introduction to Programming (Lecture)(SE213a) Sect 3E7-L22 D.H.Shin,Leadership (Self Leadership and Team Leadership) I(HL205) Sect 1E7-233 J.S.Yoon
Mon-16:30,Linear Algebra (Honors)(SE201d) Sect 1E7-L21 K.J.Han,Introduction to Programming (Lab)(SE213b) Sect 5E5-221 Unknown4,,Electric Circuit and Measurement (Lab)(SE235b) Sect 2E2-221 Unknown2,Introduction to Programming (Lecture)(SE213a) Sect 3E7-L22 D.H.Shin,Leadership (Self Leadership and Team Leadership) I(HL205) Sect 1E7-233 J.S.Yoon
Mon-17:00,Linear Algebra (Honors)(SE201d) Sect 1E7-L21 K.J.Han,,,Electric Circuit and Measurement (Lab)(SE235b) Sect 2E2-221 Unknown2,Introduction to Programming (Lecture)(SE213a) Sect 3E7-L22 D.H.Shin,Leadership (Self Leadership and Team Leadership) I(HL205) Sect 1E7-233 J.S.Yoon
